equipmentid,description,dept,deptid,purchasedate,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,mpg2020,emissions2020
31210,2013 Toyota Camry',0,0,8/8/2015,"$16,241.65","$3,158.10","18,185","101,080",$-,#VALUE!,#VALUE!
31058,2013 HYUNDIA SONATA',0,0,3/21/2014,"$16,345.10",$-,"12,556","100,984",$-,#VALUE!,#VALUE!
30979,2013 FORD VAN CARGO',Police Department - Support Operations,10151507,8/9/2013,"$21,576.00",$-,"8,295","96,058",$769.27,10,2008.993034
30978,2013 FORD VAN CARGO',Police Department - Support Operations,10151507,8/20/2013,"$24,547.00",$-,"18,208","123,060","$1,196.71",11.36,3881.886067
30973,2013 FORD VAN CARGO',Department of Aging (Facilities),10343405,8/9/2013,"$21,576.00","$5,194.22","6,831","78,430","$1,324.42",13.28,1245.496492
30975,2013 FORD VAN CARGO',DPW: Contracts/Construction Inspection,10707211,8/9/2013,"$21,576.00","$5,194.22","11,916","106,311",$580.31,13.42,2150.395796
30977,2013 FORD VAN CARGO',Fire Department - Field Operations,10161606,8/9/2013,"$21,576.00","$5,194.22","18,940","108,160","$1,688.40",13.77,3330.017642
30974,2013 FORD VAN CARGO',Enviormental Protection and Resource Mgmnt. (Admin.),10424201,8/9/2013,"$21,576.00","$5,194.22","4,638","40,917",$119.52,14.24,788.6500495
30976,2013 FORD VAN CARGO',DPW: Equipment Maintenance,10707503,8/9/2013,"$21,576.00","$5,194.22","16,073","145,248","$2,097.11",15.65,2485.985899
31093,2013 FORD FUSION',Vehicle Operations and Maintenance,210101003,10/17/2014,"$15,724.40","$4,586.28","3,712","58,667",$663.03,25,359.47008
30961,2013 FORD ESCAPE',DPW: Highways/General Oper/Maintenance,10707502,3/8/2013,"$24,252.00","$4,715.67","10,974","92,198","$2,288.67",21.6,1230.170809
30960,2013 FORD ESCAPE',Enviormental Protection and Resource Mgmnt. (Admin.),10424201,3/8/2013,"$24,252.00","$4,715.67","7,364","60,017",$557.35,22.75,783.60564
30959,2013 FORD ESCAPE',DPW: Contracts/Construction Inspection,10707211,3/8/2013,"$24,252.00",$-,"10,473","87,949",$714.36,23.44,1081.879357
30958,2013 FORD ESCAPE',Property Management - Building Oper. & Mgmt.,10252503,3/8/2013,"$24,252.00",$-,"6,807","86,342","$1,750.53",24.34,677.04348
30962,2013 FORD ESCAPE',Property Management - Building Maintenance,10252502,4/22/2013,"$24,252.00","$4,940.22","8,710","64,747",$299.65,24.51,860.49978
31222,2013 DODGE RAM 1500',0,0,10/31/2015,"$27,284.94","$6,063.32","21,239","89,332",$140.00,#VALUE!,#VALUE!
30957,2013 DODGE JOURNEY',Police Department - Investigative Services,10151503,2/23/2013,"$22,666.00",$-,"17,481","125,784","$3,110.77",20.13,2102.337318
30970,2013 DODGE Grand Caravan',Police Department - Investigative Services,10151503,7/8/2013,"$21,058.00",$-,"11,578","108,104","$3,810.92",17.96,1560.438628
30969,2013 DODGE Grand Caravan',Police Department - Investigative Services,10151503,7/8/2013,"$21,058.00",$-,"15,670","104,975","$2,541.37",18.56,2044.247013
31211,2013 DODGE Grand Caravan',Police Department - Operations,10151506,8/8/2015,"$17,689.85","$3,439.69","12,408","57,847",$278.74,22.68,1324.6537
30953,2013 CHEVROLET VAN CARGO',Department of Health (Environmental Health Services),10303005,1/30/2013,"$35,795.00","$6,297.27","1,795","116,684","$1,374.35",10.84,400.7287652
30954,2013 CHEVROLET VAN CARGO',Department of Health (Animal Control),10303007,1/30/2013,"$35,795.00","$6,297.27","6,855","103,596",$815.29,10.97,1513.321179
30955,2013 CHEVROLET VAN CARGO',Department of Health (Animal Control),10303007,1/30/2013,"$35,795.00","$6,297.27","24,867","136,626","$2,174.04",12.34,4877.776065
31267,2013 CHEVROLET MALIBU',Police Department - Investigative Services,10151503,10/11/2016,"$13,370.91","$5,199.80","16,593","87,130",$924.01,37.19,1080.259227
31266,2013 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,10/11/2016,"$11,845.03","$4,606.40","9,172","65,267",$361.23,31.78,698.6571721
31061,2012 KIA SPORTAGE',0,0,6/5/2014,"$15,672.68",$-,"16,955","129,873",$-,#VALUE!,#VALUE!
31238,2012 HYUNDIA SANTE FE',0,0,2/23/2016,"$16,396.83","$4,554.68","19,893","91,953",$-,#VALUE!,#VALUE!
30941,2012 FORD F250',DPW: Highways,10707501,9/14/2011,"$26,684.00",$741.22,"4,203","48,655",$827.39,12.25,830.6088967
31220,2012 FORD F150',0,0,9/24/2015,"$27,879.78","$5,808.29","23,518","108,558",$-,#VALUE!,#VALUE!
30956,2012 DODGE Grand Caravan',Police Department - Investigative Services,10151503,2/20/2013,"$18,517.55",$-,"6,271","100,895","$3,941.46",27.1,560.2424062
31065,2012 DODGE CHARGER',Police Department - Investigative Services,10151503,8/13/2014,"$22,397.00",$622.14,"17,559","136,926","$2,943.45",17.37,2447.844953
31240,2012 CHEVROLET MALIBU',Police Department - Community Resources,10151508,3/28/2016,"$11,896.95","$3,469.94","24,413","145,633","$3,828.65",34.74,1701.554209
31226,2012 CHEVROLET EXPRESS',Fire Department - Fire Rescue Academy,10161607,11/30/2015,"$21,621.00",$-,"9,684","67,098",$633.88,23.62,992.5307303
30952,2011 Nissan ALTIMA',0,0,2/13/2013,"$15,207.15",$-,"17,785","114,473",$-,#VALUE!,#VALUE!
30938,2011 JEEP LIBERTY',Police Department - Investigative Services,10151503,9/30/2011,"$19,215.84",$-,"13,158","159,101","$1,605.63",19.31,1649.751068
31057,2011 HONDA ACCORD',0,0,2/28/2014,"$16,189.93",$-,"15,473","102,759",$-,#VALUE!,#VALUE!
30914,2011 FORD FUSION',Police Department - Operations,10151506,3/24/2011,"$17,634.00",$-,"9,019","81,429",$713.80,19.45,1122.702239
30916,2011 FORD FUSION',Police Department - Operations,10151506,3/24/2011,"$17,634.00",$-,"9,331","141,069",$814.91,21.51,1050.421136
30913,2011 FORD FUSION',Police Department - Investigative Services,10151503,3/24/2011,"$17,634.00",$-,"18,347","137,237","$1,222.77",21.74,2043.338162
30910,2011 FORD FUSION',Police Department - Operations,10151506,3/24/2011,"$17,634.00",$-,"14,767","123,320","$2,132.10",21.76,1643.054517
30915,2011 FORD FUSION',Police Department - Investigative Services,10151503,3/24/2011,"$17,634.00",$-,"8,062","105,333",$356.93,21.87,892.2796509
30919,2011 FORD FUSION',Police Department - Investigative Services,10151503,3/24/2011,"$17,634.00",$-,"8,249","136,464","$1,411.02",21.97,908.9490189
30912,2011 FORD FUSION',Police Department - Investigative Services,10151503,3/24/2011,"$17,634.00",$-,"6,367","111,378",$279.82,22.41,687.8345576
30922,2011 FORD FUSION',State's Attorney,10090901,3/24/2011,"$17,634.00",$-,"9,469","126,354",$941.79,22.98,997.4423152
30924,2011 FORD FUSION',Police Department - Investigative Services,10151503,3/24/2011,"$17,634.00",$-,"16,780","134,897","$1,901.47",23.56,1724.60803
30918,2011 FORD FUSION',Police Department - Investigative Services,10151503,3/24/2011,"$17,634.00",$-,"12,912","145,240",$865.80,23.78,1314.297606
30921,2011 FORD FUSION',Police Department - Investigative Services,10151503,3/24/2011,"$17,634.00",$-,"15,266","103,105","$1,037.93",23.9,1546.710533
30923,2011 FORD FUSION',Police Department - Operations,10151506,3/24/2011,"$17,634.00",$-,"7,157","88,050",$275.59,25,693.08388
30665,2011 FORD F450',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/4/2010,"$35,335.00",$-,"8,430","84,765",$795.13,5.34,3825.155194
30669,2011 FORD F450',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/9/2010,"$35,335.00",$-,"13,990","97,345","$1,249.28",5.5,6155.394629
30671,2011 FORD F450',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/8/2010,"$35,335.00",$-,"10,944","85,396",$499.01,6.24,4246.31707
30667,2011 FORD F450',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/4/2010,"$35,335.00",$-,"8,187","98,055",$885.61,6.41,3093.741485
30668,2011 FORD F450',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/4/2010,"$35,335.00",$-,"8,547","98,651",$358.47,6.69,3090.951666
30670,2011 FORD F450',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/4/2010,"$35,335.00",$-,"10,424","82,303",$57.82,6.77,3728.807455
30664,2011 FORD F450',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/4/2010,"$35,335.00",$-,"5,436","67,766",$77.08,6.95,1892.425652
30666,2011 FORD F450',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/8/2010,"$35,335.00",$-,"7,568","82,336",$102.51,7.1,2582.179228
30650,2011 FORD F450',Property Management - Building Maintenance,10252502,8/4/2010,"$34,440.00",$-,"11,199","131,110","$1,595.69",7.54,3596.133459
30647,2011 FORD F450',Property Management - Building Maintenance,10252502,7/27/2010,"$34,440.00",$-,"8,173","98,018","$1,270.16",7.67,2581.071627
30648,2011 FORD F450',Property Management - Building Maintenance,10252502,8/4/2010,"$34,440.00",$-,"6,690","88,350",$387.24,7.76,2086.377395
30646,2011 FORD F450',Property Management - Building Maintenance,10252502,7/27/2010,"$34,440.00",$-,"10,337","101,929","$2,321.99",8.09,3093.33972
30649,2011 FORD F450',Property Management - Building Maintenance,10252502,8/4/2010,"$34,440.00",$-,"10,686","97,743",$73.79,8.1,3194.393291
30645,2011 FORD F450',Property Management - Building Maintenance,10252502,7/20/2010,"$34,440.00",$-,"14,096","110,041",$331.00,8.1,4211.900802
30644,2011 FORD F450',Property Management - Building Maintenance,10252502,7/20/2010,"$34,440.00",$-,"13,832","111,014","$2,685.14",8.2,4083.553431
30651,2011 FORD F450',Property Management - Building Maintenance,10252502,8/4/2010,"$34,440.00",$-,"14,982","139,693","$1,863.58",8.4,4316.57263
30652,2011 FORD F350',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,7/27/2010,"$27,925.00",$-,"10,912","198,245","$2,116.09",9.75,2709.477501
30655,2011 FORD F350',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,7/27/2010,"$27,925.00",$-,"14,257","148,603","$2,058.37",9.77,3532.208515
30653,2011 FORD F350',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,7/27/2010,"$27,925.00",$-,"12,841","193,725",$790.65,10.01,3104.924205
30657,2011 FORD F350',Property Management - Building Maintenance,10252502,7/27/2010,"$27,760.00",$-,"4,475","92,435",$65.25,10.24,1058.341113
30654,2011 FORD F350',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,7/27/2010,"$27,925.00",$-,"12,974","110,756",$746.91,10.5,2990.245308
30658,2011 FORD F350',Property Management - Building Maintenance,10252502,7/27/2010,"$27,760.00",$-,"8,596","106,076",$82.65,10.62,1959.695898
30656,2011 FORD F350',Property Management - Building Maintenance,10252502,7/27/2010,"$27,760.00",$-,"2,827","98,487",$664.31,10.9,627.951471
30937,2011 FORD F250',Police Department - Support Operations,10151507,8/16/2011,"$30,933.00",$-,"12,968","49,994",$259.86,10.75,2919.638411
30691,2011 FORD E350',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,11/9/2010,"$21,008.00",$-,"19,701","157,407","$2,464.93",10.35,4608.2373
30820,2011 FORD CROWN VICTORIA',Police Department - Support Operations,10151507,4/21/2011,"$22,335.00",$-,"5,957","114,000","$1,749.18",7.02,2055.641535
30770,2011 FORD CROWN VICTORIA',Police Department - Operations,10151506,4/22/2011,"$22,270.00",$-,"2,210","146,287",$715.66,7.98,670.2062689
30745,2011 FORD CROWN VICTORIA',Police Department - Operations,10151506,4/14/2011,"$22,270.00",$-,"2,782","178,686",$210.35,8.14,826.9171204
30731,2011 FORD CROWN VICTORIA',County Sheriff,10181801,2/8/2011,"$22,270.00",$-,"10,769","100,031",$832.08,8.38,3111.042967
30747,2011 FORD CROWN VICTORIA',Police Department - Operations,10151506,4/29/2011,"$22,270.00",$-,"4,894","121,444","$2,092.41",8.56,1383.733086
30801,2011 FORD CROWN VICTORIA',Police Department - Operations,10151506,6/21/2011,"$22,270.00",$-,"3,820","148,605",$330.46,8.63,1072.237774
30796,2011 FORD CROWN VICTORIA',Police Department - Operations,10151506,6/16/2011,"$22,270.00",$-,"4,773","115,515",$463.36,8.95,1291.240486
30765,2011 FORD CROWN VICTORIA',Police Department - Operations,10151506,4/22/2011,"$22,270.00",$-,"10,116","144,345","$1,375.86",9.85,2487.05886
30828,2011 FORD CROWN VICTORIA',Police Department - Investigative Services,10151503,4/18/2011,"$22,335.00",$-,"13,609","137,849",$655.54,10.44,3156.497489
30825,2011 FORD CROWN VICTORIA',Department of Health (Substance Abuse),005030XX67,4/14/2011,"$22,335.00",$-,"4,305","162,359",$984.46,11.54,903.5271668
30827,2011 FORD CROWN VICTORIA',Police Department - Community Resources,10151508,4/14/2011,"$22,335.00",$-,"23,207","207,273","$4,200.45",13.67,4109.610146
30819,2011 FORD CROWN VICTORIA',Police Department - Operations,10151506,5/4/2011,"$22,335.00",$-,"9,312","105,902","$1,480.66",13.68,1648.171759
30818,2011 FORD CROWN VICTORIA',Police Department - Investigative Services,10151503,4/22/2011,"$22,335.00",$-,"18,421","159,288",$456.58,14.2,3140.876217
30810,2011 FORD CROWN VICTORIA',DPW: Bureau of Transportation Specialized Transp,005070XX22,6/21/2011,"$22,270.00",$-,"7,621","94,242",$493.72,14.42,1279.547344
30813,2011 FORD CROWN VICTORIA',Police Department - Support Operations,10151507,2/2/2011,"$22,341.00",$-,"12,949","121,247",$872.84,15.93,1968.333727
30831,2011 FORD CROWN VICTORIA',Police Department - Investigative Services,10151503,4/22/2011,"$22,335.00",$-,"11,938","148,513","$1,331.27",17.84,1620.324321
30662,2011 FORD 1.0 TON UT',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,10/22/2010,"$29,555.00",$-,"8,252","67,956","$2,294.12",8.29,2410.391667
30661,2011 FORD 1.0 TON UT',DPW: Traffic Engineering,10707702,10/22/2010,"$29,555.00",$-,"8,248","93,759",$821.71,9.28,2152.643324
30663,2011 FORD 1.0 TON UT',DPW: Traffic Engineering,10707702,10/22/2010,"$29,555.00",$-,"5,164","75,955","$2,078.77",9.75,1281.836851
31062,2011 DODGE RAM 1500',0,0,7/11/2014,"$23,224.53",$322.56,"25,132","127,421",$-,#VALUE!,#VALUE!
30848,2011 DODGE NITRO',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,3/7/2011,"$17,777.00",$-,"6,165","70,520",$3.47,16.65,896.6813853
30849,2011 DODGE NITRO',DPW: Highways/General Oper/Maintenance,10707502,3/3/2011,"$17,777.00",$-,"14,944","145,849","$1,428.26",16.66,2171.688226
30846,2011 DODGE NITRO',Property Management - Grounds and Rec Maintenance,10252504,3/3/2011,"$17,777.00",$-,"20,480","167,532",$258.65,16.8,2951.227613
30852,2011 DODGE NITRO',Enviormental Protection and Resource Mgmnt. (Admin.),10424201,3/14/2011,"$17,777.00",$-,"6,124","67,210","$1,202.08",16.9,877.1417
30847,2011 DODGE NITRO',DPW: Contracts/Construction Inspection,10707211,3/7/2011,"$17,777.00",$-,"11,806","129,287","$1,113.24",16.94,1687.764828
30845,2011 DODGE NITRO',DPW: Contracts/Construction Inspection,10707211,3/3/2011,"$17,777.00",$-,"6,559","85,983",$633.42,17.36,914.4909539
30842,2011 DODGE NITRO',DPW: Contracts/Construction Inspection,10707211,2/17/2011,"$17,777.00",$-,"14,441","123,687",$701.14,17.46,2001.857329
30843,2011 DODGE NITRO',DPW: Highways,10707501,2/17/2011,"$17,777.00",$-,"9,491","142,371","$1,165.71",17.54,1310.107671
30857,2011 DODGE NITRO',Fire Department - Office of Emergency Preparedness,10161605,3/10/2011,"$17,777.00",$-,"14,784","113,595","$2,863.39",17.68,2024.889664
30850,2011 DODGE NITRO',DPW: Contracts/Construction Inspection,10707211,3/3/2011,"$17,777.00",$-,"10,320","123,741",$705.40,18.03,1385.711961
30856,2011 DODGE NITRO',DPW: Contracts/Construction Inspection,10707211,3/10/2011,"$17,777.00",$-,"3,791","64,352",$88.06,18.32,500.8699262
30855,2011 DODGE NITRO',Police Department - Administrative/Technical Services,10151502,3/14/2011,"$17,777.00",$-,"24,376","224,960","$1,880.12",18.46,3196.273663
30853,2011 DODGE NITRO',DPW: Highways/General Oper/Maintenance,10707502,3/14/2011,"$17,777.00",$-,"9,071","104,924","$3,082.37",18.8,1167.876349
30844,2011 DODGE NITRO',DPW: Solid Waste Management (Admin.),10707601,3/3/2011,"$17,777.00",$-,"8,229","84,999",$508.62,19.07,1044.907488
30851,2011 DODGE NITRO',DPW: Highways/General Oper/Maintenance,10707502,3/14/2011,"$17,777.00",$-,"28,297","157,226","$2,194.15",19.31,3547.236738
30942,2011 DODGE DAKOTA',0,0,11/28/2011,"$22,112.44",$-,"19,351","123,659",$-,#VALUE!,#VALUE!
30700,2011 CHEVROLET VAN-CW UTIL BOD',Fire Department - Field Operations,10161606,11/30/2010,"$27,117.00",$-,"5,278","40,752",$91.99,10.66,1198.295381
30876,2011 CHEVROLET SUBURBAN',Police Department - Support Operations,10151507,3/15/2011,"$34,998.00",$-,"10,731","165,182","$10,248.69",7.17,3624.348429
30875,2011 CHEVROLET SUBURBAN',Police Department - Support Operations,10151507,3/15/2011,"$34,998.00",$-,"9,138","158,515","$1,760.42",7.65,2892.217367
30873,2011 CHEVROLET SUBURBAN',Police Department - Support Operations,10151507,3/15/2011,"$34,998.00",$-,"15,475","162,361","$1,262.52",8.03,4665.179825
30886,2011 CHEVROLET SUBURBAN',Police Department - Support Operations,10151507,3/17/2011,"$34,998.00",$-,"42,431","180,537","$4,921.40",9.57,10729.39475
30872,2011 CHEVROLET SUBURBAN',Recreation and Parks (Recreation Services),10393902,3/15/2011,"$34,998.00",$-,"7,370","140,571",$377.12,9.68,1842.323661
30885,2011 CHEVROLET SUBURBAN',Police Department - Support Operations,10151507,3/15/2011,"$34,998.00",$-,"31,236","206,666","$2,576.82",10.39,7280.140128
30874,2011 CHEVROLET SUBURBAN',Fire Department - Operations,10161604,3/15/2011,"$34,998.00",$-,"10,670","131,426",$798.23,10.56,2447.128012
30883,2011 CHEVROLET SUBURBAN',Fire Department - Operations,10161604,3/14/2011,"$34,998.00",$-,"17,362","177,504","$2,731.72",11.19,3755.833086
30887,2011 CHEVROLET SUBURBAN',Police Department - Support Operations,10151507,3/15/2011,"$34,998.00",$-,"27,304","249,725","$4,390.74",11.73,5637.49065
30884,2011 CHEVROLET SUBURBAN',Police Department - Support Operations,10151507,3/15/2011,"$34,998.00",$-,"33,500","295,800","$1,638.73",12.14,6680.444297
30879,2011 CHEVROLET SUBURBAN',Fire Department - Operations,10161604,3/10/2011,"$34,998.00",$-,"14,114","98,412","$1,428.28",12.36,2763.907803
30877,2011 CHEVROLET SUBURBAN',Fire Department - Operations,10161604,3/10/2011,"$34,998.00",$-,"20,300","157,685",$650.97,12.69,3872.074548
30889,2011 CHEVROLET SUBURBAN',Fire Department - Fire Rescue Academy,10161607,3/15/2011,"$34,998.00",$-,"14,255","144,394","$4,239.82",13.23,2608.887213
30880,2011 CHEVROLET SUBURBAN',Fire Department - Operations,10161604,3/10/2011,"$34,998.00",$-,"10,862","150,090",$969.10,13.43,1957.816531
30878,2011 CHEVROLET SUBURBAN',Fire Department - Operations,10161604,3/10/2011,"$34,998.00",$-,"10,628","147,536",$819.27,13.86,1856.389523
30689,2011 CHEVROLET SILVERADO',Fire Department - Operations,10161604,11/12/2010,"$26,849.00",$-,58,"23,809",$294.05,7.6,18.48122397
30685,2011 CHEVROLET SILVERADO',Fire Department - Operations,10161604,11/12/2010,"$26,849.00",$-,"4,525","31,209",$466.51,7.8,1404.566259
30927,2011 CHEVROLET SILVERADO',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,4/5/2011,"$32,450.00",$-,"20,499","228,991","$2,644.77",7.83,6339.330361
30686,2011 CHEVROLET SILVERADO',Fire Department - Operations,10161604,11/17/2010,"$26,849.00",$-,"4,270","26,767",$239.39,7.92,1305.191183
30928,2011 CHEVROLET SILVERADO',DPW: Solid Waste Management (Refuse Disposal),10707603,4/5/2011,"$32,450.00",$-,"3,106","194,728",$186.60,8.07,931.7685784
30702,2011 CHEVROLET SILVERADO',Property Management - Grounds and Rec Maintenance,10252504,12/21/2010,"$26,055.00",$-,"3,798","79,819",$796.00,8.21,1120.567468
30690,2011 CHEVROLET SILVERADO',Fire Department - Operations,10161604,11/12/2010,"$26,849.00",$-,"5,217","37,286",$631.64,8.29,1523.349234
30684,2011 CHEVROLET SILVERADO',Fire Department - Operations,10161604,11/2/2010,"$27,445.00",$-,"4,304","34,282",$55.29,8.35,1247.297799
30861,2011 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,3/17/2011,"$27,890.00",$-,"5,842","83,288","$1,009.88",8.93,1583.243668
30858,2011 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,3/7/2011,"$27,890.00",$-,"12,148","75,000","$2,130.29",9.39,3131.386077
30932,2011 CHEVROLET SILVERADO',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,4/14/2011,"$31,990.00",$-,"3,682","98,825",$961.74,9.43,945.6988196
30835,2011 CHEVROLET SILVERADO',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,2/10/2011,"$27,890.00",$-,"11,441","118,097","$1,628.44",9.45,2929.671029
30712,2011 CHEVROLET SILVERADO',DPW: Solid Waste Management (Refuse Collection),10707602,1/21/2011,"$27,210.00",$-,"17,754","121,420","$1,716.89",9.47,4538.176147
30710,2011 CHEVROLET SILVERADO',Property Management - Grounds and Rec Maintenance,10252504,1/21/2011,"$26,055.00",$-,"2,933","64,920","$4,797.82",9.66,735.3225535
30859,2011 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,3/7/2011,"$27,890.00",$-,"17,401","104,419",$781.98,9.72,4334.301169
30866,2011 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,3/23/2011,"$27,890.00",$-,"11,584","108,647","$1,367.24",9.76,2873.607993
30688,2011 CHEVROLET SILVERADO',Fire Department - Operations,10161604,11/12/2010,"$26,849.00",$-,"3,660","30,639","$1,009.18",9.94,891.3465843
30865,2011 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,3/23/2011,"$27,890.00",$-,"14,718","144,756","$2,435.50",10.02,3554.885639
30706,2011 CHEVROLET SILVERADO',DPW: Equipment Maintenance,10707503,12/21/2010,"$26,055.00",$-,"5,076","75,416",$204.13,10.07,1220.620138
30708,2011 CHEVROLET SILVERADO',DPW: Solid Waste Management (Refuse Collection),10707602,1/6/2011,"$26,055.00",$-,"11,248","86,748",$276.87,10.23,2663.013721
30931,2011 CHEVROLET SILVERADO',DPW: General Surveying,10707209,4/18/2011,"$25,425.00",$-,"7,029","99,971",$67.70,10.34,1646.492549
30839,2011 CHEVROLET SILVERADO',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,2/17/2011,"$27,890.00",$-,"12,546","82,499","$1,562.63",10.35,2934.655417
30840,2011 CHEVROLET SILVERADO',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,2/17/2011,"$27,890.00",$-,"7,234","79,952",$195.69,10.46,1673.965291
30837,2011 CHEVROLET SILVERADO',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,2/10/2011,"$27,890.00",$-,"16,670","89,978",$853.39,10.62,3800.224201
30860,2011 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,3/17/2011,"$27,890.00",$-,"16,193","154,122","$1,646.91",10.63,3687.733882
30864,2011 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,3/23/2011,"$27,890.00",$-,"9,104","100,481",$539.55,10.64,2071.81527
30838,2011 CHEVROLET SILVERADO',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,2/17/2011,"$27,890.00",$-,"15,859","176,348","$1,072.00",10.9,3521.393312
30836,2011 CHEVROLET SILVERADO',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,2/10/2011,"$27,890.00",$-,"8,362","74,943",$707.11,11.13,1819.086873
30696,2011 CHEVROLET SILVERADO',DPW: Traffic Signal Operations,10707703,11/12/2010,"$21,395.00",$-,"6,767","83,161","$1,397.35",11.24,1456.938277
30703,2011 CHEVROLET SILVERADO',Fire Department - Fire Rescue Academy,10161607,12/21/2010,"$26,055.00",$-,"18,984","116,403",$742.59,11.35,4049.081767
30705,2011 CHEVROLET SILVERADO',DPW: Equipment Maintenance,10707503,12/30/2010,"$26,055.00",$-,"5,944","95,942",$770.33,11.52,1248.888475
30841,2011 CHEVROLET SILVERADO',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,2/28/2011,"$27,890.00",$-,"9,304","79,074",$418.19,11.56,1947.983542
30868,2011 CHEVROLET SILVERADO',Property Management - Building Maintenance,10252502,2/28/2011,"$24,530.00",$-,"6,327","76,062",$376.40,11.62,1318.335948
30707,2011 CHEVROLET SILVERADO',Property Management - Grounds and Rec Maintenance,10252504,1/6/2011,"$26,055.00",$-,"9,018","106,843",$809.73,11.62,1878.744392
30695,2011 CHEVROLET SILVERADO',Department of Health (Animal Control),10303007,11/17/2010,"$23,895.00",$-,"17,714","159,433","$1,146.49",11.7,3664.305059
30709,2011 CHEVROLET SILVERADO',DPW: Equipment Maintenance,10707503,1/6/2011,"$26,055.00",$-,"9,866","91,750",$740.98,11.73,2035.551767
30862,2011 CHEVROLET SILVERADO',DPW: Highways/General Oper/Maintenance,10707502,3/23/2011,"$27,890.00",$-,"14,757","136,589",$432.10,11.74,3042.728969
30704,2011 CHEVROLET SILVERADO',DPW: Equipment Maintenance,10707503,12/30/2010,"$26,055.00",$-,"2,721","70,227",$279.97,11.82,557.316831
30869,2011 CHEVROLET SILVERADO',Property Management - Building Maintenance,10252502,3/30/2011,"$24,530.00",$-,"3,248","61,332",$458.09,11.99,655.9096674
30711,2011 CHEVROLET SILVERADO',Fire Department - Fire Rescue Academy,10161607,1/21/2011,"$25,455.00",$-,"12,835","61,101",$401.65,12.14,2559.145978
30834,2011 CHEVROLET SILVERADO',DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,2/10/2011,"$27,890.00",$-,"15,095","125,508","$4,467.48",12.3,2971.043918
30833,2011 CHEVROLET SILVERADO',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,2/10/2011,"$27,890.00",$-,"20,126","185,665","$1,555.39",12.42,3922.63848
30699,2011 CHEVROLET SILVERADO',DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,11/30/2010,"$18,665.00",$-,"9,440","58,065",$97.45,13.1,1744.534416
30687,2011 CHEVROLET SILVERADO',Fire Department - Operations,10161604,11/17/2010,"$26,849.00",$-,"3,495","28,053","$1,288.77",14.96,565.646352
30867,2011 CHEVROLET SILVERADO',Property Management - Grounds and Rec Maintenance,10252504,empty:'' (XF:15),"$27,890.00",$-,"3,695","8,052",$55.29,29.06,307.8186794
30895,2011 CHEVROLET IMPALA',Police Department - Operations,10151506,3/25/2011,"$18,550.00",$-,"9,320","92,187",$580.93,16.76,1345.917442
30899,2011 CHEVROLET IMPALA',Police Department - Operations,10151506,3/25/2011,"$18,550.00",$-,"2,648","40,741",$128.82,17.43,367.899593
30904,2011 CHEVROLET IMPALA',Police Department - Operations,10151506,3/25/2011,"$18,550.00",$-,"13,261","107,030","$1,662.50",19.92,1611.540242
30907,2011 CHEVROLET IMPALA',Police Department - Investigative Services,10151503,3/25/2011,"$18,550.00",$-,"15,141","143,414","$1,238.02",21.25,1725.190758
